"","question","options","answer"
"395","金属钾、钠、锂、钙、电石等固体化学试剂，遇水即可发生激烈反应，并放出大量热，也可产生爆炸，它们应如何存放：","A.直接放在试剂瓶中保存 B.浸没在煤油中保存（容器不得渗漏），附近不得有盐酸、硝酸等散发酸雾的物质存在 C.用纸密封包裹存放 D.放在铁盒子里","B
"
"396","以下几种气体中，无毒的气体为：","A.氧气 B.一氧化碳 C.硫化氢 D.氰化氢","A
"
"397","以下几种气体中，有毒的气体为：","A.氧气 B.氮气 C.氯气 D.二氧化碳","C
"
"398","以下几种气体中，最毒的气体为：","A.氯气 B.光气（COCL2） C.二氧化硫 D.三氧化硫","B
"
"399","以下哪种酸具有强腐蚀性，使用时须做必要防护：","A.硝酸 B.硼酸 C.稀醋酸","A
"
"400","以下药品受震或受热可能发生爆炸的是：","A.过氧化物 B.高氯酸盐 C.乙炔铜 D.以上都是","D
"
"401","以下药品中，可以与水直接接触的是：","A.金属钠、钾 B.电石 C.白磷 D.金属氢化物","C
"
"402","以下液体中，投入金属钠最可能发火燃烧的是：","A.无水乙醇 B.苯 C.水 D.汽油","C
"
"403","有些固体化学试剂接触空气即能发生强烈氧化作用，如黄磷，应如何保存：","A.要保存在水中 B.放在试剂瓶中保存 C.用纸包裹存放 D.放在盒子中","A
"
"404","减压蒸馏时应用下列哪一种器皿作为接收瓶和反应瓶？","A.薄壁试管 B.锥形瓶、圆底烧瓶 C.平底烧瓶","B
"
"405","强氧化剂与有机物、镁粉、铝粉、锌粉可形成爆炸性混合物，以下哪种物质是安全的？","A.H2O2 B.NH4NO3 C.K2SO4 D.高氯酸及其盐","C
"
"406","苯属于高毒类化学品，下列叙述正确的是：","A.短期接触，苯对中枢神经系统产生麻痹作用，引起急性中毒。 B.长期接触，苯会对血液造成极大伤害，引起慢性中毒。 C.对皮肤、粘膜有刺激作用，是致癌物质 D.以上都是","D
"
"407","丙酮属于低毒类化学品，下列叙述正确的是：","A.它的闪点只有-18℃，具有高度易燃性。。 B.对神经系统有麻醉作用，并对黏膜有刺激作用。 C.它的沸点只有56℃，极易挥发; D.以上都对","D
"
"408","易爆品最好存放于（）摄氏度以下","A.25 B.20 C.15 D.17","B
"
"409","当油脂等有机物沾污氧气钢瓶时，应立即用（）洗净。","A.乙醇 B.四氯化碳 C.水 D.汽油","B
"
"410","当有危害的化学试剂发生泄漏、洒落或堵塞时，应（）。","A.A.首先避开并想好应对的办法再处理 B.B.赶紧打扫干净或收拾起来","A
"
"411","下列物品不属于剧毒化学品的是（）。","A.氰化钾 B.氯化汞 C.铊 D.甲醛","D
"
"412","K、Na、Mg、Ca、Li、AlH3、MgO、电石中，遇水发生激烈反应的有（）。","A.5种 B.6种 C.7种 D.8种","B
"
"413","金属Hg常温下会（）。","A.不挥发 B.慢慢挥发 C.很快挥发","B
"
"414","下列哪项是危险化学品伤害事故的间接原因","A.危险化学品生产场所有害物浓度超出卫生限值标准 B.没有对危险化学品生产人员进行安全培训 C.危险化学品生产人员不按规定穿戴个人防护用品","B
"
"415","水能够灭火主要靠什么作用","A.水受热蒸发产生水蒸气稀释空气，使氧的含量减少 B.水大量吸收燃烧产生的热量，使着火物的温度降到燃点以下 C.水附着在着火物表面，使可燃物不与空气接触","B
"
"416","在爆炸危险场所电气线路敷设不能采用哪种方法","A.绝缘导线明敷 B.绝缘导线穿钢管敷设 C.电缆敷设","A
"
"417","在作业场所液化气浓度较高时，应该佩戴（）。","A面罩 B口罩 C眼罩 D防毒面罩","A
"
"418","下列（）灭火剂是扑救精密仪器火灾的最佳选择。","A.二氧化碳灭火剂 B.干粉灭火剂 C.泡沫灭火剂","A
"
"419","下面（）火灾用水扑救会使火势扩大","A.油类 B.森林 C.家具","A
"
"420","做加热易燃液体实验时，应该（）。","A.用电炉加热，要有人看管 B.用电热套加热，可不用人看管 C.用水浴加热，要有人看管","C
"
"421","严禁在化验室内存放总量大于（）体积的瓶装易燃液体。","A.10L  B.30L  C.20L  D.25L","C
"
"422","易燃化学试剂理想存放温度是多少？允许存放最高室温不得超过多少？","A.0～10℃，30℃ B.-4～4℃；30℃ C.0～5℃，20℃ D.-4～4℃，40℃","B
"
"423","取用化学药品时，以下哪些操作事项是错误的（）。","A.取用腐蚀和刺激性药品时，尽可能带上橡皮手套和防护眼镜 B.倾倒时，切勿直对容器口俯视；吸取时，应该使用橡皮球 C.开启有毒气体容器时应带防毒用具 D.可以裸手直接拿取药品","D
"
"424","炉甘石治疗皮肤瘙痒，其主要成分是苯酚，苯酚毒性非常大，实验室发生苯酚泄露时，应该__","A.用水冲洗 B.不用处理，直接扫走 C.用沙土、干燥石灰或苏打灰混合覆盖","C
"
"425","易燃固体火灾扑救时一般都能用水、砂土、石棉毯、泡沫、二氧化碳、干粉等灭火剂材扑救，但不正确的是__","A.易燃固体燃点较低，受热、冲击、摩擦或与氧化剂接触能引起急剧及连续的燃烧或爆炸 B.易燃固体发生火灾时，铝粉、镁粉等着火不能用水和泡沫灭火剂扑救 C.粉状固体着火时，应当用灭火剂直接强烈冲击着火点 D.磷的化合物、硝基化合物和硫磺等易燃固体着火燃烧时产生有毒和刺激气体，扑救时人要站在上风向，以防中毒。","C
"
"426","锂、钠、钾、铷、铯、锶等会遇水燃烧，可以采取的灭火措施为__。
（1）用二氧化碳扑救；
（2）用干砂土、干粉等扑救；  
（3）用水、酸、碱灭火剂； 
（4）用泡沫灭火剂扑救。","A.(1)(3) B.(3)(4) C.(2) D.(2)(4)","C
"
"427","以下说法全部正确的是__
（1）有害物品和腐蚀性物品火灾扑救还应搞好个人防护措施，使用防毒面盔、面罩等
（2）易燃气体有氢、煤气、乙炔、乙烯、甲烷、氨、石油气等。易燃气体具有经撞击、受热或遇火花发生燃烧爆炸的危险
（3）自燃物品起火时，除三乙基铝和铝铁溶剂等不能用水扑救外，一般可用大量的水进行灭火，也可用砂土、二氧化碳和干粉灭火剂灭火
（4）三乙基铝遇水产生乙烷，燃烧时温度极高，所以能够用水灭火。","A.（1）（2）（3） B.（1）（2）（4） C.（1）（3）（4） D.（2）（3）（4）","A
"
"428","腐蚀性物品着火时，正确的做法是__。","A.用雾状水、干砂、泡沫、干粉等扑救。硫酸、硝酸等酸类腐蚀品应该用加压密集水流扑救。 B.硫酸、硝酸等酸类腐蚀品应该用加压密集水流扑救。 C.扑救毒害物品和腐蚀性物品火灾时，还应注意节约水量和水的流向。 D.有毒或有腐蚀性的灭火污水四处溢流会污染环境，甚至污染水源，要注意尽可能使灭火后的污染流入污水管道。","A
"
"429","乙炔在什么情况下可发生爆炸","A.A与空气形成爆炸性混合物，遇点火源高压下 B.B在爆炸极限上上限以上的空气混合物，遇点火源时","A
"
"430","对比水轻又不溶于水的易燃和可燃液体，如苯、甲苯、汽油、煤油、轻柴油等的火灾，不可以：","A.用水冲 B.用泡沫覆盖 C.用沙掩盖 D.用二氧化碳灭火剂","A
"
"431","可燃气体爆炸极限下限低，表明：","A.危险性高，泄露出少量气体，就可能达到爆炸极限范围引起爆炸 B.危险性低，不容易爆炸 C.泄露大量气体不会爆炸 D.是安全气体","A
"
"432","可燃气体爆炸极限上限高，表明：","A.危险性低，不容易爆炸 B.不易与空气混合 C.是安全气体 D.危险性高，少量空气混入，就可能达到爆炸极限范围引起爆炸","D
"
"433","可燃气体浓度高于爆炸极限上限的，发生的意外是：","A.发生爆炸 B.不会燃烧 C.可以持续燃烧","C
"
"434","闪点越低，着火的危险性：","A.越大 B.越小 C.没有相关性","A
"
"435","采用碳酸氢钠吸收的气体，没有效果的是：","A.H2S B.HCl C.Cl2 D.NH3","D
"
"436","乙醚的沸点是34.6度，正确的保存方式是：","A.低温保存 B.夏天露天存放 C.开口放置","A
"
"437","四氢呋喃\乙醚接触空气或光照会：","A.形成过氧化物 B.易被还原 C.没有变化","A
"
"438","丙酮沸点56.5度，易于水\乙醇\乙醚\氯仿\油类\烃类混溶，下列可以与丙酮混溶的是：","A.双氧水 B.过硫酸铵水溶液 C.高锰酸钾水溶液 D.甲苯","D
"
"439","苯的描述不正确的是：","A.静电摩擦易爆炸 B.易发生火花爆炸 C.慢性积累性中毒甚至白血病 D.皮肤不易吸收","D
"
"440","化学实验过程中要规范操作，注意实验安全，如果发生意外也要冷静处理。下列意外事故的处理方法中，错误的是","A.碱液泼在衣服上用水冲洗后，再涂上硫酸溶液 B.洒在桌面上的酒精燃烧起来立即用湿抹布或沙子扑灭 C.稀酸飞溅到皮肤上立即用大量水冲洗再涂上3%～5%的小苏打溶液 D.误服氯化钡溶液立即喝大量鲜牛奶或鸡蛋清","A
"
"441","在烧杯使用中，不正确的是","A.加热时应放置在石棉网上，使受热均匀 B.溶解物质用玻璃棒搅拌时，能触及杯壁或杯底 C.用作配制溶液和较大量试剂的反应容器 D.在常温或加热时使用","B
"
"442","实验室保存下列试剂采取的措施不正确的是","A.NaCl保存在棕色试剂瓶中 B.波尔多液盛放在铁制容器中 C.氢氟酸保存在塑料瓶中 D.溴水盛放在带胶塞的棕色瓶中","B
"
"443","实验室安全管理实行（）级管理。","A.校、（院）系、实验室三级管理 B.校、（院）系两级管理 C.院（系）、实验室两级管理","A
"
"444","毒物进入人体最主要、最常见的途径是（）。","A.呼吸道 B.皮肤 C.眼睛 D.消化道","A
"
"445","倾倒液体试剂时，瓶上标签应朝（）。","A.上方 B.下方 C.左方 D.右方","A
"
"446","当不慎把少量浓硫酸滴在皮肤上时，正确的处理方法是（）。","A.用酒精擦 B.马上去医院 C.用碱液中和后，用水冲洗 D.以吸水性强的纸吸去后，用水冲洗","D
"
"447","以下常用的试剂中易燃易爆的液体是__
（1）汽油(2)甲醇、乙醇(3)乙醚(4)丙酮(5)苯、甲苯","A．（1） B．（1）（2） C．（1）（2）（3）（4） D．（1）（2）（3）（4）（5）","D
"
"448","下列哪种物质需浸入水中储存？","A.钾 B.钠 C.黄磷 D.锌粉 E.铝粉 F.电石磷化钙","C
"
"449","做实验时能否使用消防水喉里的水？","A.不能 B.能 C.需要水的实验可以用 D.实验急需水时可用","A
"
"450","发生氢气爆炸、着火时，属不可控制的火灾，正确的做法是__。","A.想法救火 B.尽快撤离到安全地带，关闭所有电源，报警 C.关闭操作系统 D.降低温度","B
"
"451","使用易燃试剂，错误的做法是（）。","A.用汽油代替煤油或酒精作燃料 B.酒精，汽油应装在密闭容器里 C.当大量酒精，汽油等撒落在地板上时要立即打开窗户通风 D.严禁在室内使用明火，以防可燃蒸气爆炸或起火","A
"
"452","下列着火时不能使用泡沫或二氧化碳灭火器的是（）。","A.苯胺 B.丙酮 C.导线 D.氯乙胺","C
"
